2.431358749005577603e-07,3.835365709573188112e-07,3.365998263356033730e-09,-1.387553691752707136e-09,6.215333451176509061e-09,-9.335063660054689862e-09,2.100871387592029874e-09,-2.558593041857194854e-09,1.963478135297582352e-09,-1.780218551763974065e-09
2.433151269924310090e-07,4.372304487662639507e-07,-6.386477048745974282e-10,-1.237022315402084233e-09,-2.298822022545147510e-09,7.090202753156423846e-09,1.915363234253338884e-10,-3.836968491204103585e-09,-6.749036059572433358e-10,2.050004094963302025e-09
1.853341260352484200e-07,3.035625651152262198e-07,2.686003376612789061e-09,3.725149748588704998e-09,8.904689048509745096e-09,-1.163035933560464047e-08,-6.976717314316944243e-10,-2.483832411757375483e-10,4.659709646523637945e-09,-1.824577036935093965e-09
1.855824877366609743e-07,3.337069894938248386e-07,2.768189406577097870e-09,3.722802233657242815e-09,6.436292219415413135e-09,2.340910236221305133e-09,-2.090748550049858824e-10,-6.479162893701841008e-11,3.097262948823325056e-09,2.007532086674822858e-09
2.028462338673455585e-08,-4.574593830626888091e-08,3.744097361117981490e-09,-1.300124725499626717e-08,4.283393339386667932e-09,-2.263872951607341042e-09,1.812701467075001145e-09,-3.057658788695010245e-09,8.431618397301863393e-10,-8.200379030197232015e-12
2.439894468713500837e-08,4.152961596735405186e-08,-1.004922420349395021e-07,-3.480012578966627845e-11,-2.295679054996182423e-08,-2.182942675661329037e-11,3.448451046673853654e-10,-1.568375923732998160e-10,-2.250457119585591709e-09,3.696246448428182209e-11
2.425096431787809622e-07,3.851773827416827923e-07,-1.456704784167602215e-09,-1.031548337873687845e-09,-6.003100042263300008e-09,-9.315651102443160783e-09,-1.963972462389532460e-09,-2.550753914519738805e-09,-1.720470619392922249e-09,-1.780701080950635371e-09
2.432078186538801511e-07,4.356512875856474438e-07,3.764348474041786185e-09,-1.239753586325434436e-09,2.490836044615400838e-09,6.654608144974780862e-09,-7.977743185894340927e-11,-3.801690971540626692e-09,9.068830566991914541e-10,1.947767966290760047e-09
1.851150492570323523e-07,3.038547285985114782e-07,-1.012860360812230260e-09,3.853517469690145428e-09,-8.678019726223434970e-09,-1.167397852711655769e-08,8.172827836997494113e-10,-2.139028859950338965e-10,-4.454148844193269870e-09,-1.831006544930905275e-09
1.856489608052152325e-07,3.338160097750126829e-07,-2.647273596524992750e-09,3.726012099896003014e-09,-6.637500970169288986e-09,2.293281505395801941e-09,3.395449702567493764e-10,-6.164442018485447050e-11,-2.917054337297584262e-09,2.004084553905603752e-09
1.954179296022005129e-08,-4.511793001326555994e-08,-2.111341252088472079e-09,-1.273632350984217171e-08,-3.788715091833045854e-09,-2.201073100545378671e-09,-1.811771201780877890e-09,-2.987112355951556609e-09,-8.201793828534560794e-10,-7.804474416343217529e-12
