6.134548222497451011e-10,1.034841132559978396e-09,-1.143816713005194637e-09,-5.066520022882002949e-14,-6.045906494835206039e-10,5.967439868053691428e-13,2.522592100135159337e-15,2.287137919195366075e-13,-6.041573248181634559e-11,-1.132497186149264509e-13
-1.250061605549762072e-12,8.111950117038086887e-10,-9.547403226574741915e-11,3.460341328009081416e-10,-1.247444387869260910e-10,6.649079766172543506e-11,-4.929499668216431628e-11,8.569956853025850437e-11,-2.420088166175529745e-11,1.067051414154130186e-12
2.927852558131542311e-09,5.003199333252644117e-09,1.878323669573338063e-10,2.357467219924241578e-10,4.735549412408116228e-10,-5.961025816739362005e-10,-4.068653895607705466e-11,4.406500869125107255e-11,2.537071312643923856e-10,-9.774617261639326490e-11
2.929980731989688658e-09,5.346057185387858181e-09,1.892340626308650182e-10,2.390326021676458744e-10,3.825216550948590757e-10,1.139623698640864685e-10,-1.605483093122252582e-11,5.854643755767371666e-11,1.804606698570971323e-10,1.001412169846654681e-10
2.115413178290078230e-09,3.325987997304731435e-09,8.064377194936395638e-11,-3.067313971328212526e-11,1.700551394438318200e-10,-2.599415777969379154e-10,5.835099909990434023e-11,-3.913811604041330283e-11,5.227450790544023640e-11,-5.362102164020362064e-11
2.123574788017725330e-09,3.714028247783146141e-09,2.184867587901676623e-11,-3.737906042602533632e-11,-3.282399169393907634e-11,2.086339896851681802e-10,4.105046640284616936e-12,-7.234107094101890446e-11,-1.981400071800026417e-11,5.643111826105982824e-11
1.862945668711920184e-12,8.147869765306785983e-10,5.960122749808579486e-11,3.478121797599928251e-10,1.040651983601084164e-10,6.583235054291019155e-11,4.917910965550184306e-11,8.578725265424272318e-11,2.189609713422460341e-11,9.973633787322722783e-13
2.928503666777612025e-09,4.998933700732282487e-09,-1.698159910845574854e-10,2.373280097389690676e-10,-4.696379703575340315e-10,-6.038813920019395983e-10,4.052306056533659773e-11,4.403377629708002103e-11,-2.535661977976705613e-10,-9.804428754878797992e-11
2.934948717955911976e-09,5.351011181753249836e-09,-1.473039132179453425e-10,2.330410981677235398e-10,-3.441652207004612658e-10,1.238978161402889653e-10,1.510244359589992427e-11,5.735595011839365443e-11,-1.671645252122541469e-10,9.997548275845112176e-11
2.125563339225995354e-09,3.309147593188659366e-09,-1.010027876616458874e-10,-4.528629801717720176e-11,-1.862852714155178707e-10,-2.667818094711495521e-10,-6.014268357323310425e-11,-4.083525490163374200e-11,-5.473929827014366082e-11,-5.485139177784152334e-11
2.120126513742122659e-09,3.716294071617412236e-09,3.249090103047348623e-12,-3.032321839940427648e-11,4.250215878305266629e-11,1.982829874305641152e-10,-4.700598358778285665e-12,-6.981292709905620209e-11,1.981388345496493025e-11,5.363934032928142355e-11
6.286303834551132217e-10,4.641739125553648703e-10,1.476451994375521753e-09,3.560695786050152094e-14,2.999861615802526884e-10,-5.246670673800229577e-10,1.101079101205886303e-13,-2.572654181882395887e-14,-6.060153747489456602e-11,1.080757854175947538e-13
-2.581629191673875128e-12,-3.696248297696468160e-10,7.228989634575399714e-10,3.470490372419854710e-10,-9.342011904997851091e-12,-1.135545788059236519e-10,9.882791813683848185e-11,-3.359689922299408733e-13,-2.104456963141334096e-11,9.105514314514184901e-13
2.908335952267152195e-09,-2.646141372948528128e-09,4.254708434611085154e-09,2.373060686120856948e-10,2.899070460348027434e-10,7.072299943836334239e-10,5.873898310513139551e-11,1.281923450790656213e-11,2.531724324004452413e-10,-9.806216148849619799e-11
2.908530300791464378e-09,-2.805603444016596250e-09,4.559725514572507174e-09,2.389979761603262885e-10,-2.707321457709139738e-10,2.550564597756755401e-10,5.916148174104077756e-11,-1.525696377181775884e-11,1.735157390208050026e-10,9.768286545045552162e-11
2.103801295002076837e-09,-1.750732547225858735e-09,2.831323447459611255e-09,-3.809837390251621677e-11,1.295735359992592571e-10,2.830685305520350109e-10,-6.333839856087213155e-11,-3.032004629238010522e-11,5.269458368186660551e-11,-5.226929349704342397e-11
2.105919275383495283e-09,-1.875800631080578490e-09,3.203198738422467345e-09,-3.498878279686421189e-11,-1.612349031875670959e-10,-1.281221161468630996e-10,-6.289075541545228180e-11,3.170862974781028350e-11,-1.934063203843486406e-11,5.493752293229495472e-11
-5.751095568764431704e-12,-4.299189331198324386e-10,6.843098493146203142e-10,3.446851614121252846e-10,-1.020982611141371720e-10,4.532518121193527639e-11,4.953092096056799417e-11,-8.564791495543281518e-11,2.072572443382563464e-11,8.923807718168422170e-13
2.901961068871848673e-09,-2.343833326044921419e-09,4.436938658006200672e-09,2.346607167187973796e-10,7.318232609775925574e-10,-1.108546945293349679e-10,1.828068450310610984e-11,-5.725718380026429790e-11,-2.472026196379513923e-10,-9.515244280594483439e-11
2.896011586868461355e-09,-2.565880688557680122e-09,4.698487462942756894e-09,2.451514428411231748e-10,6.954767295880255633e-11,-3.507814339759780966e-10,4.380313405499547750e-11,-4.500864065681940332e-11,-1.720071091405124864e-10,9.824861769663339766e-11
