% Model:
% Version:
% Dimension:          3
% Nodes:              796
% Expressions:        4
% Description:        Surface
% X                       Y                        Z                        Color                    DeformX                  DeformY                  DeformZ
0.7275601036930351 0.5712080029481067 0.09999999999999998 0 -4.2775894416490476E-7 3.4259095206379954E-7 7.689711349294465E-5
0.667131011552923 0.6407445088483836 0.09999999999999996 0 -4.6118401106597666E-7 3.183673439718226E-7 7.689517066040578E-5
0.6380364556980036 0.5640703128211051 0.09259551407977647 0 -4.2495476496136056E-7 3.0607549530614694E-7 7.689445612056356E-5
0.7797082665740496 0.49766816947876746 0.09999999999999999 0 -3.9553725028541414E-7 3.653413312789637E-7 7.689181964326475E-5
0.6896746538205438 0.49735137885387626 0.09246740875166902 0 -3.926739194337582E-7 3.251822303473612E-7 7.689145806885029E-5
0.3788982735464595 0.8438324842548854 0.09999999999999994 0 -5.505759084437056E-7 1.8786004219359937E-7 7.689429595829719E-5
0.6052086186160736 0.6995333733457242 0.0999999999999999 0 -4.859726334878334E-7 2.886640391427616E-7 7.689020202463421E-5
0.5411722858404681 0.7501664620704328 0.09999999999999992 0 -5.049454949345939E-7 2.578864458709836E-7 7.689323457013981E-5
0.5923396451009739 0.6289768680699475 0.09379996354234577 0 -4.5610269900795206E-7 2.8521300228493805E-7 7.688745658543416E-5
0.5735096801106858 0.5593762263169463 0.08785872508326067 0 -4.2223146050725504E-7 2.8156251468669554E-7 7.689119545935243E-5
0.3029747412210365 0.8739741058439351 0.09999999999999994 0 -5.601543012870956E-7 1.522457448984767E-7 7.689199461571331E-5
0.3121655521985519 0.8080322703834089 0.09402059277977212 0 -5.331013769918964E-7 1.5724465405708435E-7 7.688672207335916E-5
0.2217603523952698 0.8980198766314181 0.09999999999999994 0 -5.683847981437452E-7 1.1596927039898654E-7 7.68978898233971E-5
0.8204586389981592 0.4271605090582008 0.09999999999999995 0 -3.66619625930142E-7 3.876625839559891E-7 7.689208910277913E-5
0.6073922964707733 0.4878767284189507 0.0858804316190978 0 -3.8561628473838954E-7 2.9345561632448034E-7 7.689770386633598E-5
0.7327668116813163 0.42665829675112205 0.09223888739899289 0 -3.645406677812881E-7 3.4658142591870814E-7 7.688294338936767E-5
0.6551644109565253 0.4275489255541567 0.08616917506341597 0 -3.5563231230938274E-7 3.1291728496522323E-7 7.68875623500396E-5
0.4625 0.8010734985006062 0.09999999999999994 0 -5.292418640668345E-7 2.2462255769341587E-7 7.689802409569142E-5
0.36172483277909445 0.766847279248843 0.09223406735236588 0 -5.165269644357155E-7 1.8241710344223811E-7 7.689120809323038E-5
0.3105526146168985 0.7572831400350415 0.0894537549654576 0 -5.11138603093508E-7 1.6119942761458561E-7 7.688362750747127E-5
0.5352142976914109 0.6729746198251787 0.09339515741341615 0 -4.717510473335987E-7 2.5593354899011094E-7 7.688479432423158E-5
0.4869298696572514 0.7108759346032187 0.09357096221856812 0 -4.862532230341732E-7 2.344371559057111E-7 7.689167832408379E-5
0.530658875456657 0.6128324168535044 0.08872966976416564 0 -4.4475310127838456E-7 2.599344980133457E-7 7.687977170499191E-5
0.5200695401179778 0.5553610949338521 0.08428915298077351 0 -4.165294106957591E-7 2.607538674496146E-7 7.689128410365042E-5
