% Model:
% Version:
% Dimension:          3
% Nodes:              796
% Expressions:        4
% Description:        Surface
% X                       Y                        Z                        Color                    DeformX                  DeformY                  DeformZ
0.7275601036930351 0.5712080029481067 0.09999999999999998 0 -4.592663513142262E-7 3.6732050207232905E-7 7.693345550350468E-5
0.667131011552923 0.6407445088483836 0.09999999999999996 0 -4.929418690114793E-7 3.428864752818401E-7 7.693576615071476E-5
0.6380364556980036 0.5640703128211051 0.09259551407977647 0 -4.5643189883927415E-7 3.309584080202139E-7 7.693022152427047E-5
0.7797082665740496 0.49766816947876746 0.09999999999999999 0 -4.2678107876223103E-7 3.902537463724688E-7 7.692363870553129E-5
0.6896746538205438 0.49735137885387626 0.09246740875166902 0 -4.2391190726837437E-7 3.502530650697674E-7 7.692314047755784E-5
0.3788982735464595 0.8438324842548854 0.09999999999999994 0 -5.830863527303012E-7 2.1138979039864417E-7 7.694697729834772E-5
0.6052086186160736 0.6995333733457242 0.0999999999999999 0 -5.179441695218158E-7 3.129688009207256E-7 7.693436626247077E-5
0.5411722858404681 0.7501664620704328 0.09999999999999992 0 -5.371028407548848E-7 2.819704119020541E-7 7.69404411498541E-5
0.5923396451009739 0.6289768680699475 0.09379996354234577 0 -4.87814472268922E-7 3.0986176887214234E-7 7.692719453449704E-5
0.5735096801106858 0.5593762263169463 0.08785872508326067 0 -4.536909241394491E-7 3.065209573263168E-7 7.692656375123507E-5
0.3029747412210365 0.8739741058439351 0.09999999999999994 0 -5.927840235909557E-7 1.7551834843855167E-7 7.694634421258911E-5
0.3121655521985519 0.8080322703834089 0.09402059277977212 0 -5.654814879010002E-7 1.8092296049032413E-7 7.693699240445988E-5
0.2217603523952698 0.8980198766314181 0.09999999999999994 0 -6.011138934482243E-7 1.3896785762324747E-7 7.695348326359816E-5
0.8204586389981592 0.4271605090582008 0.09999999999999995 0 -3.9761213651380875E-7 4.127191450631531E-7 7.691955713270413E-5
0.6073922964707733 0.4878767284189507 0.0858804316190978 0 -4.1681862782741656E-7 3.1865661693362494E-7 7.692867682876279E-5
0.7327668116813163 0.42665829675112205 0.09223888739899289 0 -3.9552652264496925E-7 3.718179007289983E-7 7.691027832195497E-5
0.6551644109565253 0.4275489255541567 0.08616917506341597 0 -3.8661932344344667E-7 3.382667432167703E-7 7.691485238238175E-5
0.4625 0.8010734985006062 0.09999999999999994 0 -5.615890037524812E-7 2.4843696221780135E-7 7.694824162778216E-5
0.36172483277909445 0.766847279248843 0.09223406735236588 0 -5.487498556388062E-7 2.0637519851483774E-7 7.693904854654164E-5
0.3105526146168985 0.7572831400350415 0.0894537549654576 0 -5.433300012516191E-7 1.8515854981292156E-7 7.693073628743099E-5
0.5352142976914109 0.6729746198251787 0.09339515741341615 0 -5.036229820335988E-7 2.8041091261717153E-7 7.692717230735974E-5
0.4869298696572514 0.7108759346032187 0.09357096221856812 0 -5.18264513260886E-7 2.587377905932574E-7 7.693632290663997E-5
0.530658875456657 0.6128324168535044 0.08872966976416564 0 -4.7640604654100663E-7 2.846900871124448E-7 7.691839277503935E-5
0.5200695401179778 0.5553610949338521 0.08428915298077351 0 -4.4797436660104147E-7 2.857530827734285E-7 7.692630853884686E-5
0.5393623648929677 0.509484896966368 0.08267769839287241 0 -4.2725107622590697E-7 2.9310159427043984E-7 7.693321940626669E-5
0.5464905908203135 0.4573890069149427 0.0802603613692627 0 -4.0238318824196783E-7 2.943146773268757E-7 7.693738898491872E-5
0.244062813065042 0.8276990520153145 0.0936962881671092 0 -5.691759534658425E-7 1.494512025628865E-7 7.694129932425276E-5
0.26427473241529365 0.7696001209456597 0.0890113375726115 0 -5.435600361219289E-7 1.629425833355136E-7 7.69294127228266E-5
0.28384948000166227 0.733336793527516 0.08652746004754767 0 -5.296767898257291E-7 1.773122205242652E-7 7.692940578744569E-5
0.2790585414798916 0.6979072475205585 0.08349789447798825 0 -5.126394896172567E-7 1.785773573430009E-7 7.693654697012267E-5
0.15689689254685213 0.833261621022013 0.09223644958679408 0 -5.732554786990913E-7 1.130272068971928E-7 7.694917303697155E-5
0.13082405906697456 0.9157004767485551 0.09999999999999996 0 -6.125332285798326E-7 9.898981992269955E-8 7.695709647803899E-5
0.8587148037376618 0.3438474668594663 0.09999999999999996 0 -3.595189459221037E-7 4.3008845295676056E-7 7.692057282321371E-5
0.7726957684818747 0.3577678107927621 0.09258363187037155 0 -3.655149808413148E-7 3.941005054526256E-7 7.691412780153059E-5
0.5878993453864721 0.4140194221580934 0.08078091818701848 0 -3.800165588025677E-7 3.1173982530230803E-7 7.693150103789143E-5
0.5226748248102886 0.4135946906811877 0.07665474216420265 0 -3.8382478987207274E-7 2.8282141778691446E-7 7.694251922587254E-5
0.6963157592085982 0.36516204480051667 0.0865186983608275 0 -3.627876679882791E-7 3.632213681016047E-7 7.69087784051341E-5
0.6242179232743229 0.3671698696175162 0.08120187466257724 0 -3.579457784274833E-7 3.300449179441145E-7 7.692411807413449E-5
0.4120671165515207 0.7137211819956406 0.08998028004742119 0 -5.207496591367848E-7 2.2939836091670637E-7 7.694044851749447E-5
0.3308387837465657 0.7080825243872988 0.08610090412247683 0 -5.204353069477386E-7 1.9870258260726968E-7 7.69370530276275E-5
0.4606863681822597 0.6417628171655634 0.08685303046705574 0 -4.827065763915671E-7 2.51568178681737E-7 7.692953737797154E-5
0.4843762249870133 0.5797169922043378 0.08382368535264521 0 -4.5522965337826807E-7 2.685839411087622E-7 7.692599253950459E-5
0.4799727269029989 0.5223473157082654 0.079997508800546 0 -4.3107985485746656E-7 2.67296153475288E-7 7.693732513130863E-5
0.4898798647945563 0.46792756648816425 0.07748726569629148 0 -4.084197656123388E-7 2.6935928388884473E-7 7.694278735432645E-5
0.29646493988887646 0.6680356956532074 0.08175199559175086 0 -4.997626105854168E-7 1.8604676260935075E-7 7.694318565475787E-5
0.4574631606679678 0.42886096204035745 0.07376170036904399 0 -3.9372819789029393E-7 2.5184842328379724E-7 7.694545962340905E-5
0.1929559838757629 0.7713059150079739 0.08730998946900542 0 -5.415792069264889E-7 1.324337262391562E-7 7.694203892997033E-5
0.23267346728241645 0.7221484200346612 0.08410406748304165 0 -5.192670758983024E-7 1.5555798681621712E-7 7.693654083622288E-5
0.24859280330590272 0.6644392156397885 0.08000075838930368 0 -4.961409116905375E-7 1.6463689721129448E-7 7.694644159355336E-5
0.1125717271003873 0.7552975651651573 0.08453014699678339 0 -5.394781377563213E-7 9.963210236708873E-8 7.694869408200564E-5
0.08442580195374523 0.8359347829706418 0.0914968861727156 0 -5.786663265861217E-7 8.109207265902045E-8 7.694584703583998E-5
0.03981100720954381 0.9241393293712512 0.09999999999999994 0 -6.164092447814251E-7 5.766744221662259E-8 7.69528874062327E-5
