% Model:
% Version:
% Dimension:          3
% Nodes:              691
% Expressions:        4
% Description:        Surface
% X                       Y                        Z                        Color                    DeformX                  DeformY                  DeformZ
0.7501545366059812 -0.5411959634402135 0.09999999999999992 0 -3.670415116422511E-8 -6.11005029293864E-8 -2.7613526313572634E-5
0.8010709981238165 -0.4624941975024229 0.09999999999999998 0 -2.8498034156908912E-8 -6.23836493172231E-8 -2.7609064780361274E-5
0.09365704332523052 -0.9202463037324213 0.1 0 -6.566280298412422E-8 -1.2940884784182697E-8 -2.7615180493117304E-5
0.1962292603758942 -0.9039414372048337 0.09999999999999995 0 -6.823239620298127E-8 -2.0900742176097214E-8 -2.7615913365004176E-5
0.2874231814397345 -0.8792115158194402 0.09999999999999994 0 -6.535182554460205E-8 -2.8113011489747203E-8 -2.7609228563306576E-5
0.6177594039507672 -0.6884753389104772 0.09999999999999995 0 -4.544845644749971E-8 -4.9239621389252506E-8 -2.7608426478513604E-5
0.6847899965302143 -0.621834949891059 0.09999999999999994 0 -4.039412582202473E-8 -5.3102968121248146E-8 -2.7614766932957964E-5
0.6644823007055147 -0.538951594396605 0.09297818153954257 0 -3.7237186590781225E-8 -5.229824323783404E-8 -2.7611271999735588E-5
2.0711142119768948E-5 -0.9249949331376585 0.09999999999999999 0 -6.93224460911761E-8 -6.776887418621638E-9 -2.7611037264833977E-5
0.04393583996701241 -0.8511210240129379 0.09265635168129693 0 -6.028348822976413E-8 -8.561345360634229E-9 -2.7604385279655248E-5
0.7176713367395712 -0.4652126067437795 0.09294805270739674 0 -3.1654977983438574E-8 -5.854529236983044E-8 -2.7603200691859286E-5
0.8437752388147 -0.3790359438971111 0.09999999999999999 0 -2.131223919248674E-8 -6.2249261886715E-8 -2.761416246752067E-5
0.7635253857731481 -0.3782532475337201 0.0926398396720293 0 -2.1855094199072472E-8 -5.5294519196401684E-8 -2.7604292866243554E-5
0.5547456546446984 -0.6639301342123076 0.09391738389868395 0 -4.5313110325937774E-8 -4.60042529436878E-8 -2.7600665223944194E-5
0.5485314847714319 -0.7448023146284535 0.09999999999999996 0 -5.382220304671468E-8 -4.7261955047479425E-8 -2.7610009111427204E-5
0.12762107521700677 -0.8265826692803626 0.09113421310198931 0 -6.020837643114275E-8 -1.2461553997756485E-8 -2.7611613588110158E-5
0.22639239794839497 -0.823169454837357 0.09279966487488275 0 -6.391943064868551E-8 -2.259471632886396E-8 -2.760588662022163E-5
0.3707854054882235 -0.84742873429503 0.09999999999999998 0 -5.8249819606076705E-8 -3.2181870178461426E-8 -2.761028125650552E-5
0.297447604941039 -0.8106467532563327 0.09375141746476388 0 -5.822313566479582E-8 -2.797524949549431E-8 -2.760101390345694E-5
0.6050561438570463 -0.6036830020468074 0.09289418017943475 0 -3.8730491767763704E-8 -4.5468235216927354E-8 -2.76059912319011E-5
0.5365057739834548 -0.6074638984061794 0.08871198704411523 0 -4.2437967205424083E-8 -3.878885164752742E-8 -2.7595358381392727E-5
0.640351776746304 -0.4627856253417016 0.08686037768572825 0 -3.714937730559617E-8 -5.0018388455684776E-8 -2.7607407138536343E-5
0.6027366073062329 -0.5213223560235656 0.08747588350371878 0 -3.7649910832984026E-8 -4.382741713399907E-8 -2.7610742010792106E-5
0.11581756539084577 -0.7588114009433137 0.08487399945221091 0 -5.5905998340524083E-8 -6.743155202661234E-9 -2.7613930300949975E-5
-0.09361073890939044 -0.9202510142029422 0.09999999999999994 0 -7.232333294853017E-8 9.8688061005012E-10 -2.761645138340679E-5
-0.19619007773418676 -0.9039499420937565 0.09999999999999996 0 -6.728044097782853E-8 8.219463556838255E-9 -2.7618684847498138E-5
-0.2873887771284415 -0.8792227618026944 0.09999999999999995 0 -6.642463179344064E-8 1.4550253929479084E-8 -2.7613348932471893E-5
0.06358506183867196 -0.7827017733005069 0.08643167294964106 0 -5.4376879788222803E-8 -2.7482927056792044E-9 -2.760647586672281E-5
-0.04837786591123471 -0.8513117859798404 0.09269807273978152 0 -6.745906755306377E-8 -1.5429985725429474E-9 -2.760561721475143E-5
-0.004822548609299431 -0.7855262944057821 0.08645491759740055 0 -5.9507248829859795E-8 3.2734470775368157E-9 -2.7598467884645608E-5
0.8809325145611795 -0.2820885484172241 0.09999999999999999 0 -1.5731012737379408E-8 -6.852999574390769E-8 -2.7615954321464198E-5
0.677795607943666 -0.39290477214771735 0.0862680402418979 0 -3.2139725324281055E-8 -4.838681810628063E-8 -2.759695844002269E-5
0.6103906305879976 -0.40135765312469535 0.08172372928462611 0 -3.606955744357326E-8 -4.367407200829005E-8 -2.7613341602507062E-5
