6.135225355389355576e-10,1.035340962232677106e-09,-1.143371131710170295e-09,5.957717354638965764e-14,-6.029640586347818735e-10,7.256654132362522931e-13,6.150679478701818327e-13,9.149241893131963586e-13,-5.952646517237149723e-11,-1.007254897391664234e-12,2.525137331167044467e-14,9.080119618274359302e-14,4.461941786259316738e-11,-1.857456957531872671e-13,-1.315034203676731372e-11,1.219617635481579196e-13,-1.904601630168947808e-13,1.359875906596950876e-14,9.458729574340025974e-12,3.168699359043487884e-14,-6.569772638076122808e-14
-2.506395285114082351e-12,8.093841564542435411e-10,-9.605956136822381909e-11,3.438922446469200862e-10,-1.255552119754141558e-10,6.593681648046679035e-11,-5.009121293562955506e-11,8.319952101899736181e-11,-2.450895197853418856e-11,1.065461233443581293e-12,-5.243020369940974020e-11,6.958447836803989376e-12,-1.327141832134145311e-11,-2.636623717892760231e-12,-5.291281864708715934e-12,-2.960660021330654795e-11,1.708846520629046808e-11,-2.288721812209733116e-13,-3.849242082919439555e-12,-1.205017249236647476e-12,-6.430028703744527962e-13
2.927170440416219325e-09,5.002225817581352420e-09,1.869244074139507537e-10,2.345844592793154229e-10,4.713722313393148107e-10,-5.952522191705897753e-10,-4.192816593449714286e-11,4.271999769768532651e-11,2.533972446143313349e-10,-9.349857563516654201e-11,-3.482480393425044707e-11,3.911149169372668117e-11,-4.386315460535244299e-11,2.883918624206285415e-11,1.202787929469828328e-10,-1.426494241360591845e-11,1.391340635159346379e-11,1.125194354168157514e-11,-3.492662896449163886e-11,5.035339509555681660e-11,4.594846745057709998e-11
2.929193880627986640e-09,5.344687363464052393e-09,1.886976132550035400e-10,2.376892349066938070e-10,3.810053297928093933e-10,1.132284261458142502e-10,-1.679182430102375949e-11,5.665478831333600071e-11,1.786496805249949857e-10,1.027721428896203991e-10,-3.566829034261859067e-11,2.104371243199943936e-13,-2.887600945436809196e-11,8.962931478585968048e-11,7.598226911779544692e-11,-1.926706376007657997e-11,5.334850934404124862e-12,-1.174222786151988399e-11,-2.321300413162883287e-11,6.594888174884863385e-11,2.222780013351209516e-11
2.114733807421463389e-09,3.326098657098301850e-09,7.968085173249196493e-11,-3.183430803428240390e-11,1.702592443493321941e-10,-2.584722253087895974e-10,5.702641763791123429e-11,-3.898425578630797510e-11,5.352287023277863669e-11,-5.257506970305870861e-11,-2.964091140089923253e-11,2.435011863254126515e-11,1.920153549479287544e-11,-1.112944171541870039e-11,1.773249598305628712e-11,3.216001776898303415e-12,-1.170758593558127407e-11,1.961455512520953761e-11,1.033445833667466259e-12,-1.755575795022107324e-12,5.340371814210172924e-12
2.123218054060087238e-09,3.713587692460777580e-09,2.228649586439944987e-11,-3.799160688745105269e-11,-3.172611599562375920e-11,2.069204549550129089e-10,4.703287132679112437e-12,-7.294525808647879285e-11,-2.012848568440709690e-11,5.461326448294520957e-11,-2.822504260753060721e-11,-4.684519096269023295e-11,1.524545157712972303e-11,1.622876706575428084e-11,-9.806791000738913243e-12,1.285290124458749129e-11,3.781824397503800193e-12,-2.065914081775808910e-11,1.252795527953055946e-11,3.775271559067863678e-12,-4.628565750419125618e-12
2.056628107651404920e-13,8.132080835155105259e-10,5.819963091703413701e-11,3.449854763306461291e-10,1.038006016005209472e-10,6.599002463917317132e-11,4.725152315585573473e-11,8.360964851175945487e-11,2.259646717991468889e-11,8.263339283597294823e-13,-5.340201426475359562e-11,7.843686640336330983e-12,1.369896778779034451e-11,-2.855957903208220288e-12,4.881632102452633805e-12,-2.967258822227025538e-11,-1.709038096160268582e-11,-1.552613747582517433e-13,4.193659864394058261e-12,-1.227018064743222589e-12,5.874100381064317743e-13
2.927514773836063642e-09,4.999095793348401370e-09,-1.710862162346888342e-10,2.356362926876585385e-10,-4.684132654030495491e-10,-6.017854287204415051e-10,3.877481845592257449e-11,4.425042194609288538e-11,-2.530068423451650600e-10,-9.911258987829635087e-11,-3.567511800756702806e-11,4.116675012337416573e-11,4.265548570569186167e-11,2.555661335206453457e-11,-1.215188012215040628e-10,-1.425310136789732189e-11,-1.388631598320718289e-11,1.137614513281580561e-11,3.480814132265707504e-11,5.025314185642761052e-11,-4.617416406872473762e-11
2.934084621525480870e-09,5.350373751365698309e-09,-1.477899925524815659e-10,2.315614510279493121e-10,-3.433970363690843635e-10,1.237971014125156713e-10,1.443104993357041019e-11,5.647037695051238609e-11,-1.683657964966640413e-10,9.925491824306803292e-11,-3.502830781710707709e-11,3.557019021787667483e-13,2.566946787586367436e-11,8.471186642888977620e-11,-7.322305653726130430e-11,-1.886721629596265496e-11,-5.037479503786676306e-12,-1.164736705498396856e-11,2.140340802751132079e-11,6.276989605131173062e-11,-2.076852496069881510e-11
2.125194510746828091e-09,3.308993818464674018e-09,-1.015947361522586332e-10,-4.591456918977889172e-11,-1.870551368002667483e-10,-2.657420544930392089e-10,-6.095084708983080440e-11,-4.104704856318731444e-11,-5.472775363614216748e-11,-5.382067077953486096e-11,-2.621894249388186319e-11,2.457640392285580085e-11,-1.925361241088918588e-11,-1.149189614870515996e-11,-1.735371416763624387e-11,4.150780778903369035e-12,1.249046166676944570e-11,2.001776464033752189e-11,-6.752880923072602457e-13,-1.789949162916725740e-12,-5.560624714638867408e-12
2.119615148487454622e-09,3.715442059610209147e-09,3.150584325941647145e-12,-3.119568369370332581e-11,4.210893781415223759e-11,1.963951575964517680e-10,-4.842169237016076036e-12,-7.097894600913019574e-11,1.827439732950325833e-11,5.268302793071801679e-11,-2.955756885154971296e-11,-4.520828375012804926e-11,-1.509844651106740816e-11,1.615359492186754502e-11,8.586191867858987801e-12,1.199448748897415852e-11,-3.562259889044913825e-12,-1.963629432079957867e-11,-1.227732109464550143e-11,3.652229156177434891e-12,4.152990757467928021e-12
6.286042735423004471e-10,4.644428761854413631e-10,1.475754081379778594e-09,-6.647144780747135784e-15,2.993671652082454149e-10,-5.230878947083531053e-10,-8.493339353562880625e-13,3.424751012529498401e-13,-5.997273647240626327e-11,1.351927585915949629e-12,-3.128571350448710814e-15,3.874927351912190124e-11,-2.194542551357745400e-11,1.145489729737796797e-11,6.913476680128849217e-12,8.107090955938094837e-14,2.172995367502922468e-13,-3.304913340608978536e-14,9.429250471687942479e-12,-1.254192434862819590e-13,5.919994564564389575e-14
